premise,choice1,choice2,question,idx,label
Bussinesman kelas kakap itu akhirnya jatoh juga,Hotel2nya sepi pengunjung karena pandemi,Ikan kakap yang dia jual jatoh dr meja,cause,19,0
Cewek itu pengen banget jadi artis,Dia belajar seni melukis dan menggambar,Dia coba hoki-hokian ikut audisi nyanyi,effect,20,1
Mahasiswa itu kepregok nitip absen,Mahasiswa itu di-DO dari kampus,Dosennya ngasih dia nilai F,effect,21,1
Cowok SMA itu rambutnya gondrong,Gurunya ngehukum siswa itu,Gurunya ngeapresiasi siswa itu,effect,22,0
Pak ogah bantuin mobilnya muter balik,Dia ngasih pak ogah duit receh,Dia ngasih pak ogah hampers,effect,23,0
Pengunjung itu ngasih tip 5% ke pelayan,Pelayan itu kesel,Pelayan itu kesenengan,effect,24,1
Banyak banget pungli disepanjang jalan,Dia jadi bete,Perjalanan makin mulus,effect,25,0
Dia pengen ngapdet SIM-C-nya,Ia dateng ke kantor samsat,Ia dateng ke toko hape,effect,26,0
Sopir truk jarak jauh itu bosen,Dia nyetel dangdutan,Dia nyetel lagu jazz,effect,27,0
Cowo itu latian angklung tiap hari,Dia makin jago maen musk,Dia makin jago nyetir,effect,28,0
Segerombolan pemuda lagi adventure di Kalimantan,Mereka ketemu harimau liar,Mereka ketemu komodo,effect,29,0
Gue minum aer kobokan,Gue berasa seger,Perut gue sakit,effect,30,1
Got di komplek perumahaan itu mampet.,Pak RT nyiram cairan pelarut sampah,Pak RT bikin acara kerja bakti,effect,31,1
"Hari senin, bocah SD itu bangun jam 6 pagi",Bocah SD itu langsung siap2 cabut ke sekolah,Bocah SD itu tidur lagi,effect,32,0
Dia didatengin pengamen,Dia ngasih receh ke pengamen itu,Dia ngasih gitar ke pengamen itu,effect,33,0
Banyak yang ngebegal di sekitar komplek,Gue jadi senget banget,Perasan gw cermas,effect,34,1
Cowo itu mau nembak gebetannya di sekolah,Dia bawa bunga,Dia bawa pistol,effect,35,0
Itu anak pengen banget makan nasi sm ayam goreng tepung,Dia cabut ke Subway,Dia cabut ke Burger King,effect,36,1
Ada kasus demam berdarah di komplek itu,Mereka ngadain penyemprotan,Mereka manggil detektif,effect,37,0
Kakinya kekilir,Ia cabut ke tukang urut,Ia cabut ke tukang bekam,effect,38,0
Keliatan layang2 putus,Segerombolan bocah2 pada kabur dari layangan itu,Segerombolan bocah2 ngejar layang2 itu,effect,39,1
Alergi kacangnya kumat n dia gatel2,Dia makan cendol,Dia makan ketoperak,cause,40,1
Orang itu nangis kepedesan,Dia makan ayam penyet,Dia makan ayam kremes,cause,41,0
Listrik di rumahnya modar,Ia lupa ngisi ulang token PLN,Ia lupa ngisi ulang token PAM,cause,42,0
Tinta kuningnya abis,Ia nyetak 1000 selebaran promo PDIP,Ia nyetak 1000 selebaran promo Golkar,cause,43,1
Bocah itu jerit2 ketakutan,Ia ngeliat onde2,Ia ngeliat ondel2,cause,44,1
Bapak itu merantau ke Jkt,Dia mau traveling,Dia mau cari penghidupan yg lbih baik,cause,45,1
Itu mas-mas dibawa kabur ke RS,Dia ngebir oplosan,Dia ngebir pletok,cause,46,0
Ia masuk ke Indomaret,Ia keapean di luar dan mau cari kursi,Ia kegerahan di luar dan mau ngadem,cause,47,1
Nyokap pergi ke Pasar Minggu,Nyokap pengen shopping,Hari ini hari minggu,cause,48,0
Ia ngerasa gak betah,Orang di sebelahnya kebanyakan makan jengkol,Orang di sebelahnya doyan makan tempe orek,cause,49,0
Emak beli beras ketan,Emak pengen masak kue lumpur,Emak pengen masak kue lemper,cause,50,1
Perempuan itu pergi k Gambir,Ia pengen makan siang,Ia mau pergi ke luar kota,cause,51,1
Cewek itu traveling ke Puncak,Cwe itu butuh healing,Ciwi itu dah 10 taun kerja di perusahaannya,cause,52,0
Bpk itu senang bgt,Ada lemper di box makanannya,Ada lipan di box makanannya,cause,53,0
Dia rajin ngangkat beban,Ia pengen kaya Ade Rai,Ia pengen kaya Syahrini,cause,54,0
Ia traveling ke Soetta,Ia ada keperluan di Bandung,Ia ada keperluan di Makassar,cause,55,1
Bocil itu ketakutan,Dia ngimpi ngeliat polri,Dia ngimpi ngeliat pocong,cause,56,1
Anak itu njerit histeris,Dia naek kora2,Dia naek odong2,cause,57,0
Ia ad urusan ama polisi,Ia lupa bawa KK pas nyetir,Ia lupa bw STNK pas nyetir,cause,58,1
Pria itu ngapdet KK-nya,Ia abis lulus kuliah,Ia abis nikah,cause,59,1
Dokternya ngasih saran buat ngurangin konsumsi karbo,Ia stop makan lontong sayur,Ia stop makan rujak buah,effect,60,0
Ia pengen traveling ke Ancol,Ia pake jaket tebel,Ia make sunscreen,effect,61,1
Ia mau cari buku bacaan baru,Doi pergi k Barnes Noble,Doi pergi k Gunung Agung,effect,62,1
Orang itu asli ngidol Gatot Kaca,Dia jadi demen nyalon,Dia jadi demen olahraga,effect,63,1
Dia diminta bikin laporan ttg pahlawan nasional,Dia nulis ttg Diponegoro,Dia nulis ttg Martin Luther King Jr.,effect,64,0
Gw gak sengaja numpahin kuah gulai,Baju gue jadi ijo,Baju gue jadi kuning,effect,65,1
Hari ini liburan  Idul Fitri,Orang2 pergi mudik,Orang2 pada itikaf di masjid,effect,66,0
Ada acara keroncongan di kampung,Banyak warga kelaperan,Banyak warga terhibur,effect,67,1
Kakak gue ngefans banget sama Joko Anwar,Kakak gue pengen masuk politik,Kakak gue pengen berkarya di dunia filem,effect,68,1
Kakak gw ngefans abis sama Joko Widodo,Kakak gue pengen masuk politik,Kakak gue pengen berkarya di dunia filem,effect,69,0
Anak SMA itu kepingin banget lanjut studi di ITB,Anak itu belajar IELTS,Anak itu ikutan bimbel,effect,70,1
Bokap kebanyakan ngisep Gudang Garam,Bokap sakit paru2,Bokap darah tinggi,effect,71,0
Sekumpulan bocil2 lompat2 di TransJakarta,Mereka ditegur penumpang lainnya,Banyak bocil laennya yg jadi ngikut lompat2,effect,72,0
Sekumpulan anak lompat2 di Trans Studio,Mereka ditegur penumpang lainnya,Banyak anak lain yg ngikut lompat2,effect,73,1
Dia makan es teler setiap hari,Dia diabet,Dia teler,effect,74,0
App QRIS-nya rusak,Dia manggil tukang servis,Dia jadinya pake kartu debit,effect,75,1
Dia pengen dapet kursi DPR,Dia bikin kampanye gede2an,Dia beli kursi di toko furnitur,effect,76,0
Cewe itu pengen banget makan nasi padang,Dia pesen tiket pesawat ke padang,Dia pesen pake app,effect,77,1
Anak itu jalan kaki keliling taman mini,Dia gak capek,Dia kecapean bgt,effect,78,1
Doi ganteng coy,Doi cari kerjaan di Tanah Abang,Doi ngajuin diri jd Abang Jakarta,effect,79,1
Polisi ngamanin stadion,Persija dan Persebaya lagi ribut,NU dan Muhammadiyah lagi rusuh,cause,80,0
Mereka sekeluarga sehari2 makan raskin,Bokapnya kerjanya mulung,Bokapnya direktur Telkomsel,cause,81,0
Rambut cewek itu udah kaya mak lampir,Dia jrg mandi,Dia sering krimbath,cause,82,0
Laporan BMKG bikin warga panik,Bakalan inflasi,bakalan badai,cause,83,1
Dia seneng tinggal di kebon jeruk,Akses ngantornya gampang,Dia bisa makan jeruk tiap hari,cause,84,0
Dia gak demen tinggal di Kelapa Gading,Kelapa bikin mual,Jalananny macet cuy,cause,85,1
Mahasiswa lagi danus buat kegiatan mahasiswa,Mereka keliatan lg jualan piscok,Mereka keliatan lagi jualan hape,cause,86,0
Tiba2 bapak didatengin rentenir,Poto KTP-nya buocor,Poto ijasahnya ke-leak,cause,87,0
Dia dibawa ke rumah sakit,Dia ga sengaja nelen biji salak,Dia gk sengaja nelen biji pepaya,cause,88,0
Dia dirujak ama temen2ny,Ia doyan buah2an,Dia bikin opini yg kontroversial,cause,89,1
Anak itu diterima masuk UI,Sekeluarga numpengan nasi uduk,Sekeluarga numpengan nasi kuning,effect,90,1
Emak belanja di pasar,Dia ngebayar pake ApplePay,Dia bayar pake uang kertas,effect,91,1
Anak itu pengen merantau,Ibunya ngebekelin rendang,Ibunya ngebekelin kerupuk,effect,92,0
Kelakuannya udah kaya dajjal,Dia banyak dimusuhin orang,Dia banyak temen,effect,93,0
Itu orang kena kecelakaan mobil,Doi dilariin ke UGD,Orang itu dibawa cabut ke puskesmas,effect,94,0
"Ibu nyampurin gula, garem, sama jeruk di masakannya",Rasa makanannya nano2,Rasa makananny dah kyk kopiko,effect,95,0
Gue lagi hemat,Gue naik Damri,Gue naik Blue Bird,effect,96,0
Gw telat masuk kantor,Gue langsung nyetop angkot,Gue langsung pesen Gojek,effect,97,1
Dia demen berjemur,Dia sering bgt main ke Lombok,Dia sering bgt main ke Lembang,effect,98,0
Ada pesta makan rengginang,Bnyk remah2 di lantai,Mereka ditangkep aparat,effect,99,0
Dia dikenal sbg kembang desa,Tampangnya cantik pol,Dia banyak banget nanem kembang di sekitar rumah,cause,100,0
Air seninya bening,Dia kebanyakan minum air,Cat warnanya abis,cause,101,0
Dia suka dipanggil muka badak,Dia selalu mejeng di depan kelas,Dia suka make topeng badak,cause,102,0
Rumahnya dimakan si jago merah,Yg punya rumah lupa matiin kompor,Si jago merah laper,cause,103,0
Jalanan macet,Mahasiswa lg demo praktikum,Mahasiswa pd demo,cause,104,1
Dia ngadu domba tetangganya,Tetangganya jadi ribut,Domba tetangganya pada luka,effect,105,0
Anak itu ngidam bgt nuntut ilmu di negeri sakura,Dia cabut ke pengadilan Tokyo,Dia belajar bhs Jepang,effect,106,1
Dia always jadi mhs kupu2,Dia jd good looking,Dia hampir kagak ada pengalaman,effect,107,1
Ia selalu jadi mahasiswa kura2,Ia kurang bobo,Jalannya lemot,effect,108,0
Orang itu udah bau tanah,Orang itu doyan kemping,Orang itu demen bgt sakit,effect,109,1
"Td ada cewe lewat dpn tukang bakso, tiba2 tukang baksonya senyum njirrr",Tukang baksonya lg kesel ma cewe itu,Tukang baksonya lg nyapa cewe tu,cause,110,1
Tu mertua dpt menantu idaman,Menantunya org freelancer,Menantunya org PNS,cause,111,1
Malem2 jalanan rame bet,Hari ini sabtu cuy,Hari ini jumat cuy,cause,112,0
Anak2 SMA pke bajuny yg dicoret2,Anak2 SMAny baru lulus,Anak2 SMAnya baru diterima,cause,113,0
Pagi2 hari minggu org2 komplek pd ngumpul,Org2 komplek otw nonton bola,Org2 komplek otw kerja bakti,cause,114,1
Murid itu bs bikin tenda,Murid itu join OSIS,Murid itu join Pramuka,cause,115,1
Penonton pd joget2 di lapangan,Literally pada lg nonton konser dangdut,Literally pada lg nonton konser metal,cause,116,0
"Malem2 org pada bakar jagung, sosis, sama ikan",Bsk tgl 1 Januari,Bsk tgl 17 Agustus,cause,117,0
Om pake sarung ama kokoan ama pecian,Si om mau ke mesjid,Si om mw mancing,cause,118,0
Malin kundang jadi batu cok,Malin kundang nyolong pusaka kerajaan njir,Malin kundang jahat bet ke nyokapnya,cause,119,1
Si bawang putih ditorture nyokapny,Bawang putih kan cm nak tiri ,Bawang putih kek kurang ajar ke nyokapny,cause,120,0
"Lebaran nich, Jakarta sepi bet yak",Pada nyepi ges orang2nya,Pada pulang kampung ges orang2nya,cause,121,1
Orang bugis mesti fix pake bgt sih nabung sbelum merit ,Maharnya mahal bet cuy,Duitnya for the one yg membutuhkan,cause,122,0
Lantai rumahny jarang bet berdebu,Everyone should lepas sepatu before masuk rumah,Yang punya sering bet leave their house,cause,123,0
Sepupu w siang2 pake jaket,Sepupu gua lg flu,Sepupu gua takut kulitny item,cause,124,1
Gue makan lalapan pake tangn,Lebih gmpang ae ngambil lalapannya ygy,Jadi rasa syukur ke tuhan ygy,cause,125,0
Kakak lg bikin sambel terasi,Kakak bikinnya diulek gt,Kakak biarin sambel sm bahan lainny mentah,cause,126,0
Anak2 jogja gk boleh keluyuran diatas jam 10 malem,Literally di jogja lg gempa terus,Literally lagi bnyak bgt klitih,cause,127,1
Gua ga dibolehin nonton bola Persib lawan Persija ma nyokap,Keknya gamenya boring,Keknya bakalan rusuh,cause,128,1
Bokap dapet gaji tambahan pas hari raya ygy,Gaji tambahannya itu duit pensiun,Gaji tambahannya itu THR,cause,129,1
Ujian sekolah taun ini pke LJK,Murid brings their pensil,Murid brings their pen,effect,130,0
"Awal2 bulan, emak pergi ke warung",Emak ngisi token listrik rumah,Emak ngops di warung,effect,131,0
Tu org suka bet nyante pake kaos kutang ma sarung,Doi dipanggil kek gen z,Doi dipanggil kek bapak2,effect,132,1
Punggung om dikerokin,Badan om jdnya g perih lg,Badan om jdinya ga masuk angin lagi,effect,133,1
Si bendahara kelas lagi ultah ,Si bendahara kelas digaremin ma temen2nya,Si bendahara kelas ditepungin ma temen2nya,effect,134,1
Kita respect bet sama pengorbanan para pahlawan,Kita ikut upacara terus tiap senin,Kami mengikuti aktivitas kemah setiap minggu,effect,135,0
Hari ini lagi nyepi,Jalan2 di Bali pada sepi,Jalan2 di Bali pada rame,effect,136,0
Tante lagi healing ke lombok,Tante dateng ke pantai,Tante dateng ke tmpat ski,effect,137,0
Sohib gua tinggalny di sekitaran SCBD,Biaya hidup doi murah,Biaya hidup doi mahal,effect,138,1
Abang jagain kebersihan badannya,Abang mandi 2 hari sekali,Abang mandi 2x sehari,effect,139,1
Gw tiba2 laper pas malem2,Gw beli nasgor,Gw beli nasduk,effect,140,0
Adek nyapu lantai ga bersih,"Mami yang percaya mitos bilang ""Ntar suami lo gembul""","Mami yg percaya mitos bilang ""Ntar suami lo brewokan""",effect,141,1
Pak Kades ma keluarga kelar makan di resto,Pak Kades ngasih tips ke pelayan,Keluarga Pak Kades cabut trus balik ke rumah,effect,142,1
Dosenku beli padang trus mau dibawa pulang,Dosenku ga dapet daging di padangny,Nasinya dapet banyak,effect,143,1
Hari ini kartinian,Ciwi-ciwi sekolahan pakenya kebayaan,Ciwi-ciwi sekolahan pada diliburin,effect,144,0
Adek yg masih TK mau berangkat sekolah,Adek nunggu bis sekolah,Adek nyium tangan ortu,effect,145,1
Satu keluarga mau bukber,Bukbernya pake makanan manis,Bukbernya pake makanan asin,effect,146,0
Adek makan ayamnya gapake nasi,Makanannya kek ga kenyang gitu,Makannnya kek ga enak gitu,effect,147,0
Keluarga yg percaya mitos itu punya banyak anak,Keluarga itu yakin bakalan dpt banyak ilmu,Keluarga itu yakin bakalan dpt banyak rezeki,effect,148,1
Warung kita gapunya uang receh,Gantiin uang recehny pake ciki,Gantiin uang recehny pake bombon,effect,149,1
Paman gamau diajak ke Malang,Paman gatahan dingin,Paman gatahan panas,cause,150,0
Aku dateng ke acara Mamah dedeh,Aku pengen berobat,Aku pengen curhat,cause,151,1
Pak Jokowi jadi deket ma masyarakat,Pak Jokowi suka blusukan,Pak Jokowi suka muncul di TV,cause,152,0
Cewek itu baru aja makan seblak,Badanny jadi kek panas,Badannya jadi kek capek,cause,153,0
Keluarga gue habis gasnya,Kita baru aja keliling keliling Jakarta pake mobil,Kita baru aja masak banyak makanan,cause,154,1
"Habis upacara, gua minum cendol",Badan gua jadi seger bet,Badan gua jadi anget bet,cause,155,0
Bocil2 makin sering halu jadi karakter fantasy,Rombongannya jd bisa ngeliat pemandangan kota,Rombongannya jd ngenikmatin suasana udara dingin,cause,156,0
Gue bawa baju renang pas mau berangkat,Gue bakalan ke Gunung Kidul,Gue bakalan ke Ancol,cause,157,1
Andi F Noya ngelakuin hal gila,Dia ngebelain teroris di sidang hari ini,Dia ngewawancarain teroris di TV,cause,158,1
Iwan Fals fansnya banyak,Iwan Fals aktingnya mantep,Iwan Fals nyanyiannya mantep,cause,159,1
Pak Bos ga banyak makan nasi pas di papua,Sagu makanan pokoknya disana,Jagung makanan pokoknya disana,cause,160,0
Bakpia cucok bet dijadiin cemilan,Bakpia kek literally kecil gitu,Bakpia kek literally renyah gitu,cause,161,0
Mata om berkunang-kunang,Om kerja terus ga berenti2 seharian,Om ga mandi2 udah seharian,cause,162,0
Raja Ampat pesonanya keren banget rill,Pemandangan bawah lautnya top banget deh,Orangnya ma kelakuannya bener2 berwibawa banget,cause,163,0
Pak Raden ngegerakin boneka si Unyil,Pak Raden lagi ngeakting,Pak Raden lagi nyeritain suatu kisah,cause,164,1
Raul Lemos dan Krisdayanti hidup bareng,Mereka kawin,Mereka sodara kandung,cause,165,0
Sate Madura rasanya manis pol2an,Bumbunya dibuat dri gula merah,Bumbunya dibuat dri madu,cause,166,0
Nyokap gasuka nonton topeng monyet,Topeng monyet bikin mereka tertahan dri kebebasan,Bentuknya topeng monyet nyeremin,cause,167,0
Bokap dateng ke pom bensin mau buang air besar,Bokap tadi makan banyak beud nasi,Ember di mobil udah kepenuhan,cause,168,0
Gue ke bundaran HI mau cuci mata,Gue mau nyari cewek cans,Mata gue kena debu,cause,169,0
Chef Bondan baru aja kelar masak di tipi,"Dia bilang ""Maknyus""","Dia bilang ""Chuakz""",effect,170,0
Bung Tomo lgi pidato di Surabaya,Bung Tomo ngebakar semangat kemerdekaan orang2 indo,Bung Tomo ngalemin keselnya jendral Belanda,effect,171,0
Sore2 lagi berangin,Bocil2 bisa main bultang,Bocil2 bisa main layangan,effect,172,1
Biji kopi dibuat dri Luwak,Kopi luwaknya jadi wenak,Kopi luwaknya jadi disgusting,effect,173,0
Wisatawan pake kaos ijo ke pantai parangtritis,Si paling mitos takut dia gosong kena matahari pantai,Si paling mitos takut dia larut kena ombak,effect,174,1
Nenek beli pempek kapal selam,Dia suka sama telor rebus yang ada didalemnya,Dia ngeliat pempeknya ngapung di dlm aer,effect,175,0
Gua brangkat sekolah pake motor bebek,Motor gua bisa ngapung diatas air,Gua harus pindahin giginya pake cara manual,effect,176,1
Kaleng krupuknya gak ditutup rapet,Kerupuknya melempem,Krupuknya basi,effect,177,0
Gua mau ngehemat,Gua beliny pecel lele,Gua beliny ayam KFC,effect,178,0
Giring Nidji naik ke panggung,Giring mw nyanyiin lagu,Nidji dibawa cabut ma petugas keamanan,effect,179,0
Pak Tarno nepuk2 tangannya,Dia lagi ngasih pujian,Dia mau mulai sulapnya,effect,180,1
Anak komplek lagi main2 gobak sodor,Mereka berlomba ngasih2in gobak ke temenny,Mereka berusaha ngindar2in temenny,effect,181,1
Bapak mw selfie,Bapak posing pegangan tangan,Bapak posing jempol,effect,182,1
Pedagang itu jualannya kerak telor,Dia ngebalikin wajannya,Dia pake kulit telor buat jadi bahan jualannya,effect,183,0
Bini gweh pgn beli ikan mas,Bini gweh lagi transaksi sama mas2 jawa,Bini gweh mau masak gulai for today,effect,184,1
Pak Kumis org Sukabumi,Pak Kumis menanam pohon,Pak Kumis bs bahasa Sunda,effect,185,1
Abangku lg di Palu,Abang meluncur ke Sulawesi,Abangku luka2 dan dibawa ke RS,effect,186,0
Mbah Surip tiba2 langsung gendong gue,Gue dibawa pulang kerumah ,Gue dibawa2 keliling2 ke macam2 tempat,effect,187,1
Ariel ama Peterpan lgi naik daun,Bocil2 makin serin ngehalu jadi karakter fantasy,Album mereka makin bnyk yg beli,effect,188,1
Sapi itu lgi ga enak badan,Daging sapiny ga laku2,Sapiny lemes seharian,effect,189,1
Kakak kecewa pas lagi buka kaleng biskuit,Isinya malah Rengginang,Kalengnya dibuat dri besi,cause,190,0
Ibu beli daun janur pas sudah mau lebaran,Ibu mw buat ketupat,Ibu mw buat es buah,cause,191,0
Ada museum bencana alam di Aceh,Dulu pernah ada gempa bumi njirrr di Aceh,Dulu pernah ada tsunami njirrr di Aceh,cause,192,1
Kakak2 itu jalan bungkuk pas lewat dpn bonyok,Basically kakak2 itu lagi ngehormatin sama yg lebih tua,Basically kakak2 itu lagi ngagumin yang lebih tua,cause,193,0
Pamanku suka ngasih cendol di inet,Pamanku main 1cak,Pamanku main kaskus,cause,194,1
Kepolisian angkat tangan waktu mau nanganin kasus Novel Baswedan cuyyy,Keadilan ke Novel Baswedan hrs ditegakkan,Buktiny dikit bgt,cause,195,1
Adek kesemutan after tadarusan di mesjid,Adek gak bersihin gula yg tumpah,Adek duduk silanya kelamaan,cause,196,1
Kami OTW sholat di langgar,Kami pengen bgt dpt pahala yg buanyak,Kami tiba2 ad acara yg mendadak bgt,cause,197,0
Kota Bandung literally dibilang kota lautan api,Pas jadul prnah kejadian ad perang besar,Pas jadul prnah kejadian ad kebakaran besar,cause,198,0
OMG jalan raya dpn tu rumah org ditutup,Mereka lg ngadain pesta hajatan,Mereka lg ngadain pesta ultah,cause,199,0
Wifey udh lama gk datang bulan,Obviously kami nungguin bulan purnama,Obviously kami buru2 ke RS,effect,200,1
Lampu merah pancoran kelamaan,Lampu merahny jd mati,Aku jd terlambat dateng ke seminar,effect,201,1
Motor matic temanku mogok di jalan,Aku nge-stut motor bareng dia,Aku manggil mobil derek biar motornya diangkutin,effect,202,0
Bocah penjabat ad orang dalam,Dia lolos gapake ujian dulu,Dia gaperlu ngurus rumah lg,effect,203,0
Kami lewat simpang empat yg gak ad lampu merah,Ad Pak Raden yang ngaturin lalu lintasny,Ad Pak Ogah yang ngaturin lalu lintasny,effect,204,1
Orang2 pada masukin nama Pak SBY ke kotak suara cuy,Pak SBY jdi presiden ,Pak SBY nyanyiny semangat bgt,effect,205,0
Acara wisuda ITS lgi pada arak arakan,Mahasiswa pada mabok terus tepar semua,Mahasiswa ngasih sorak2an ke wisudawan,effect,206,1
Ak disuruh beli beras di supermarket yg sizenya paling kecil,Ak bawa pulang beras 5 sendok makan,Ak bawa pulang beras 5 kilo,effect,207,1
Nasi malam kmrn ga habis,Mama masak nasi kebuli pagi ini,Nyokap masak nasgor pagi ini,effect,208,1
Sangkuriang nendang perahu cok,Tuh perahu jd gunung,Tu perahu anyut kelaut,effect,209,0
Actually today mall sepi bgt,Today tanggal tua,Today tanggal muda,cause,210,0
Honestly tu bocil hidup sebatang kara,Tu bocil anak yatim,Tu bocil kerja jadi petani,cause,211,0
Para pemuda literally berjuang dan willing to die pas jaman penjajahan,Fix NKRI harga mati,Fix Harga NKRI mati,cause,212,0
Basically tu bocil SD sering bet dah ke perpus kota,Tu bocil have a job as pustakawan,Tu bocil kutu buku,cause,213,1
Client angkat kaki dari meeting,Kakiny client pegel bgt,Client kcewa ama meeting proposal,cause,214,1
OMG adik rebel mulu sm kata bokap,Bokap jdnya besar kepala deh,Bokap jdnya naik pitam deh,effect,215,1
I failed jadi polisi,I jadi rusak hati,I jadi kecil hati,effect,216,1
My neighbor's house barusan kebobolan maling,Dia literally gigit jariny sendiri,Dia literally cuma bisa gigit jari,effect,217,1
Tu org become kaki tangan teroris,Tu org suspected bersalah,Tu org jd tawanan,effect,218,0
Usaha tu company rugi mulu udh setaun,Tu company gulung tikar njir,Tu company sampah masyarakat njir,effect,219,0
Tuh orang eropa kena diare,Orang itu maem makanan yg dibeli pinggir jalan,Orang itu maem makanan yg bli di warteg,cause,220,0
Bocah itu mual dan muntah,Bocah itu minum aer keran,Tuh bocah minum aer galon,cause,221,0
Motornya lawan arah,Tujuannya deket,Ga ada mobil di jalanan,cause,222,0
Murid skolah ngumpul di lapangan skolah tiap jam 7 pagi hari senen,Ada acara ramah tamah mingguan di skolah itu,Ada upacara bndera mingguan di skolah itu,cause,223,1
Bocah itu kena marah ortunya,Bocah itu maem pake tgn kiri,Bocah itu maem dgn tgn kanan,cause,224,0
"Mau lebaran, langit keliatan ga kosong sama kedengeran bunyi berisik",Bocah-bocah bnyk yg maen petasan di lapangan,Polusi suara dan udara bnyk bgt dikeluarin pabrik ,cause,225,0
Ibu itu dilarang nawarin harga,Ibu itu blanja di supermarket,Ibu itu blanja di pasar,cause,226,0
Emak-emak itu punggungnya merah,Emak-emak itu dikerokin anaknya,Emak-emak itu ditaburin bedak ama anaknya,cause,227,0
Koechenk itu terkenal ganas bgt,Kucing itu warnanya item,Kucing itu warnanya oyen,cause,228,1
Warga kmpng jkt saling bantu bersihin got kampung mrk,Wrgnya ngeaplikasiin smngt gotong royong,Wrgnya ngaplikasiin smgnt bhinneka tunggal ika,cause,229,0
Siswa2 baru SMA sdg dimarain kk kelasnya,lagi ada upacara bendera,lagi ada mos,cause,230,1
mas2 itu make batik,orang muda itu lagi di acara nikahan,Orang muda itu lgi di diskotik,cause,231,0
Di skolah tdi gw dlm bahaya,Ada tembak2an masal di skolah gw,Gw ampir ketabrak mobil pas ujian praktek penjas,cause,232,1
Ada lomba mkn krupuk,hri ini hri proklamasi kemerdekaan indonesia,hri ini hari pancasila,cause,233,0
Bocah2 itu ngegambar kotak2 pake kapur di jln,Bocah2 itu mo maen bekel,Bocah2 itu mo maen engklek,cause,234,1
Org itu ditangkep polisi,Org itu bawa pistol,Org itu bawa piso,cause,235,0
Ad bndera wrn kuning polosan deket rumah tetangga,Ada tetangga yg koit,jda tetangga yg ngingetin nyetir pelan2,cause,236,0
Orang itu kebanyakan minum aer,Orang itu ngebuang air seni,Orang itu ngebuang air hiasan,cause,237,0
Orang itu ke mekdi,Dia pingin mkn ayam pke sagu,Die pingin mkn ayam pake nasi,cause,238,1
Org itu pake kopiah,Org itu jadi penghulu orng nikah,Oranag itu bawain acara quiz,cause,239,0
Ada org make sepatu pas mo masuk ke rmh mertua,Org itu make spatu sbelum masuk krumah,Org itu ngelepas spatunya sblom msk krumah,effect,240,1
Kita dikasih hadiah,Kta ambil dgn left hand,Kita ambil dgn right hand,effect,241,1
Pnumpang angkot pingin turun dijalan,"Pnumpangnya triak ""kanan""","Penumpangnya triak ""kiri""",effect,242,1
Org itu pingin nyebrang jln raya,Org itu make tgn kanan buat tanda nyebrang,Org itu mke bendera merah buat tanda nyebrang,effect,243,0
yg buat gdung 20 lante itu nganut fengshui,Gedung itu g punya khas Nusantara,Gdung itu ga punya lante 4,effect,244,1
Pmuda Indo itu selesai boker,Pmuda itu bersiin pantatnya pake tisu,Pmuda itu bersiin pantatnya pake aer,effect,245,1
Anak2 kmpung ngeliat bule eropa paruh baya,"Anak2 kmpung itu manggil org itu ""mas""","Anak2 kmpng itu mnggil orang itu ""mister""",effect,246,1
